KPI,DESCRIPTION,TABLE,COMBINED_DESCRIPTION
Weekly_og_payg_call_mou,Minutes of use for outgoing pay-as-you-go calls.,Weekly,"Weekly cumulative minutes spent on pay-as-you-go outgoing calls over the past seven days, reflecting overall call duration and usage patterns."
Weekly_og_payg_call_mou,Minutes of use for outgoing pay-as-you-go calls.,Weekly,"Weekly pay-as-you-go call volume tracks customer interactions, enabling data-driven decisions to allocate network resources efficiently and inform strategic planning initiatives."
Weekly_og_payg_call_mou,Minutes of use for outgoing pay-as-you-go calls.,Weekly,"Weekly pay-as-you-go call minutes provide actionable insights into customer behavior, enabling data-driven decisions on network optimization and resource allocation for peak performance."
Weekly_og_payg_call_mou,Minutes of use for outgoing pay-as-you-go calls.,Weekly,"Weekly pay-as-you-go call volume in minutes, providing insights into daily calling patterns and habits across a seven-day period."
Weekly_og_payg_call_mou,Minutes of use for outgoing pay-as-you-go calls.,Weekly,"Weekly pay-as-you-go call activity measures customer engagement, network performance, and usage patterns, providing insights into real-time interactions and call volume."
Weekly_og_free_call_mou,Minutes of use for outgoing free calls.,Weekly,"Weekly cumulative duration of outgoing free calls, indicating customer communication patterns and network resource allocation."
Weekly_og_free_call_mou,Minutes of use for outgoing free calls.,Weekly,"Weekly cumulative duration of free outgoing calls within a week, reflecting subscribers' overall call habits and usage patterns."
Weekly_og_free_call_mou,Minutes of use for outgoing free calls.,Weekly,"Weekly duration of outgoing free calls reveals customer interaction habits and network usage trends, offering actionable insights for service optimization."
Weekly_og_free_call_mou,Minutes of use for outgoing free calls.,Weekly,"Customer-initiated outgoing calls over the past week, including frequency and duration, revealing communication patterns and engagement levels."
Weekly_og_free_call_mou,Minutes of use for outgoing free calls.,Weekly,"Weekly cumulative minutes spent on outgoing free calls, measuring customer engagement and network capacity over a 7-day period, highlighting trends and patterns."
Weekly_og_free_call_mou,Minutes of use for outgoing free calls.,Weekly,"Weekly adoption and usage patterns of free outgoing calls are tracked, measuring the number of customers availing this promotional offer without incurring charges."
Weekly_og_local_call_mou,Minutes of use for outgoing local calls.,Weekly,"Weekly analysis of subscriber local call behavior uncovers trends in communication patterns, informing data-driven decisions to enhance network efficiency and customer satisfaction."
Weekly_og_local_call_mou,Minutes of use for outgoing local calls.,Weekly,"Weekly local call metrics provide actionable insights into customer behavior, informing strategic decisions to streamline network operations and optimize resource allocation."
Weekly_og_local_call_mou,Minutes of use for outgoing local calls.,Weekly,"Weekly local call minutes gauge customer interaction patterns and network performance within a specific geographic area, providing valuable metrics for optimization."
Weekly_og_local_call_mou,Minutes of use for outgoing local calls.,Weekly,"Weekly local outgoing calls reveal customer communication patterns, providing valuable insights into call volume and usage habits."
Weekly_og_local_call_mou,Minutes of use for outgoing local calls.,Weekly,"Weekly regional call duration metrics provide a condensed snapshot of local communication habits, reflecting network performance and call patterns over a seven-day period."
Weekly_og_local_call_mou,Minutes of use for outgoing local calls.,Weekly,"Weekly snapshot of voice traffic within a specific geographic area, reflecting regional communication patterns through local outgoing call minutes."
Weekly_og_local_onnet_call_mou,Minutes of use for outgoing local on-net calls.,Weekly,"Weekly internal network activity measured by total local calls, providing insights into call frequency, network usage patterns, and internal communication habits."
Weekly_og_local_onnet_call_mou,Minutes of use for outgoing local on-net calls.,Weekly,"Weekly analysis of local on-net call activity uncovers customer interaction habits and network performance patterns, providing insights for optimization and improvement."
Weekly_og_local_onnet_call_mou,Minutes of use for outgoing local on-net calls.,Weekly,"Internal network call minutes reveal subscriber behavior, illuminating call patterns and network usage, providing valuable insights for optimization and resource allocation."
Weekly_og_local_onnet_call_mou,Minutes of use for outgoing local on-net calls.,Weekly,"Internal network voice call activity is measured by the total time spent on calls within the network, providing insights into communication patterns among subscribers."
Weekly_og_local_onnet_call_mou,Minutes of use for outgoing local on-net calls.,Weekly,"Employee communication and collaboration patterns are reflected in internal network call durations, offering valuable insights into team dynamics and organizational cohesion."
Weekly_og_local_onnet_call_mou,Minutes of use for outgoing local on-net calls.,Weekly,"Weekly internal team communication patterns are analyzed, providing insights into network usage and collaboration trends, ultimately enhancing organizational workflow efficiency and dynamics."
Weekly_og_local_offnet_call_mou,Minutes of use for outgoing local off-net calls.,Weekly,"Regional customers' long-distance calling habits are reflected in the total minutes spent on out-of-area calls, providing insights into network usage patterns and trends."
Weekly_og_local_offnet_call_mou,Minutes of use for outgoing local off-net calls.,Weekly,"Weekly off-network local call minutes provide insights into customer behavior, enabling data-driven decisions to optimize network capacity and enhance overall customer satisfaction."
Weekly_og_local_offnet_call_mou,Minutes of use for outgoing local off-net calls.,Weekly,"Weekly volume of outgoing calls to external networks, measured in minutes, indicating the magnitude of traffic exchanged with other carriers over a specific period."
Weekly_og_local_offnet_call_mou,Minutes of use for outgoing local off-net calls.,Weekly,"Weekly assessment of off-network local calls, uncovering customer behavior trends to inform network optimization strategies and minimize roaming expenditures."
Weekly_og_local_offnet_call_mou,Minutes of use for outgoing local off-net calls.,Weekly,"Regional customers' communication habits are reflected in weekly local off-net call volumes, providing valuable insights into network capacity and demand patterns."
Weekly_og_local_offnet_call_mou,Minutes of use for outgoing local off-net calls.,Weekly,"Weekly local off-net call minutes provide insights into roaming patterns, enabling network optimization and potential cost savings through data-driven analysis and strategic planning."
Weekly_og_local_offnet_vodafone_call_mou,Minutes of use for outgoing local off-net calls to Vodafone.,Weekly,Vodafone customers' weekly off-network local call activity provides insights into their communication habits and helps identify trends in roaming behavior.
Weekly_og_local_offnet_vodafone_call_mou,Minutes of use for outgoing local off-net calls to Vodafone.,Weekly,"Weekly Vodafone calls from local and off-network numbers offer a snapshot of customer behavior, network performance, and mobile usage habits, informing data-driven decisions."
Weekly_og_local_offnet_vodafone_call_mou,Minutes of use for outgoing local off-net calls to Vodafone.,Weekly,"Abroad users' local off-network call habits and network usage patterns are revealed through this metric, providing valuable insights into roaming behavior and network performance."
Weekly_og_local_offnet_vodafone_call_mou,Minutes of use for outgoing local off-net calls to Vodafone.,Weekly,"Vodafone customers' off-network local call minutes are monitored on a weekly basis, offering valuable insights into network performance and customer behavior."
